Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
39,tt0181277,2014-08-20,2014-08-20,"35. The Adventures of Buttman      Evil Angel Video. D: John Stagliano. Tianna, Tracey Adams, Jamie Gillis, Others. (1989). John Stagliano's everyman character, Buttman was born in this video, and porn was never the same again. Buttman helped initiate the Gonzo Revolution and like it or not, just about everyone followed. AVN's review praised the tape as the hottest thing that Stagliano's ever done and though he's trumped himself time and again since then, this one still has such very special moments as Tracey Adams' 1989 AVN Best Tease Performance and the sizzling Tianna/Jamie Gillis opener. To this day, this video is imitated endlessly - a tribute to its ingenuity. ~AVN","The Adventures of Buttman","The Adventures of Buttman",https://www.imdb.com/title/tt0181277/,Video,7.2,119,1989,"Adult",152,1989-09-01,"John Stagliano",,
40,tt0282911,2014-08-20,2014-08-20,"36. Rocco: Animal Trainer 3      Rocco Siffredi Productions/Evil Angel. D: Rocco Siffredi. Rocco Siffredi, Nacho Vidal, Others. (2000). When he's on top of his game, which is most of the time, über-raunch-meister Rocco Siffredi is one of the best damn pornographers on the planet. And with Rocco: Animal Trainer 3 - a prolonged tour de force of wildly wanton, shameless Euro-strokability - he's most definitely at the very top of his power-plowing, rectal-wrecking game. It's a reminder that the truly thrilling thing about Siffredi's brand of porn is that it's practically free of traditional smut structure and just keeps unfolding, almost free-form like, in jaw-droppingly unexpected, wickedly grandiose fashion. While the Madman has already taken porn to previously unimagined depraved depths, one gets the feeling we ain't seen nothing yet. ~AVN","Rocco: Animal Trainer 3","Rocco: Animal Trainer 3",https://www.imdb.com/title/tt0282911/,Video,6.4,140,2000,"Adult",21,2000-06-01,"Rocco Siffredi",,
41,tt0194635,2014-08-20,2014-08-20,"37. 3 A.M.      Cal Vista/Metro. D: Robert McCallum. Georgiana Spelvin, Rhonda Gallard, Bob Rose, Others. (1975). This Golden-Age nugget shines as a 24 karat reminder of what made the '70s an era for classic porn. AVN Hall of Famer Robert McCallum (who helmed such other gems on this list as The Ecstasy Girls - #45 - and Amanda By Night - #76)directs Georgina Spelvin (another AVN Hall of Famer who gives what some consider her finest performance)in a twisted tale revolving around the aftermath of an accidental death. A damn-near perfect pick for those who moan about the lack of quality in porn. ~AVN","3 A.M.","3 A.M.",https://www.imdb.com/title/tt0194635/,Movie,5.8,86,1975,"Adult, Drama, Mystery",170,1975-11-08,"Gary Graver",,
42,tt0186973,2014-08-20,2014-08-20,"38. Double Feature!      Wicked Pictures. D: Jonathan Morgan. Serenity, Randy Spears, Mickey G., Sana Fey, Others. (1999). A hilarious script meets hot sex in two separate scenarios. Winner of 10 - yes, 10 - AVN Awards, and among the funniest porn videos ever made. Serenity and Randy Spears share the lead acting duties, with background gags, throwaway humor and a nose-thumbing attitude that even (gasp!)shortchanges the sex scenes so they end in punchlines instead of pop shots make this one a sure bet for the time capsule. ~AVN","Double Feature","Double Feature",https://www.imdb.com/title/tt0186973/,Video,6.7,113,1999,"Adult, Comedy, Sci-Fi",103,1999-01-20,"Jonathan Morgan",,
43,tt0070602,2014-08-20,2014-08-20,"39. The Resurrection of Eve      Mitchell Brothers. D: Artie Mitchell. Marilyn Chambers, Johnnie Keyes, Others. (1973). Classic Mitchell Brothers. The wonders of plastic surgery turn an average-looking girl into Marilyn Chambers. Her boyfriend's a superficial prick and marries her now that she's beautiful; he soon pushes her into group sex and she digs it and leaves the stupid macho *beep* after experiencing the joys of black stud Johnnie Keyes. She is Woman. Hear her roar. ~AVN","Resurrection of Eve","Resurrection of Eve",https://www.imdb.com/title/tt0070602/,Movie,5.5,85,1973,"Adult, Drama, Romance",266,1973-09-13,"Jon Fontana, Artie Mitchell",,
44,tt0102588,2014-08-20,2014-08-20,"40. On Trial      Vivid Video. D: Paul Thomas. Savannah, Britt Morgan, Christy Canyon, John Dough, Peter North, Others. (1991-'92). This highly-rated four-part extravaganza deals with the government's prosecution of porn star Savannah, using performer-turned-informer Christy Canyon as their chief witness. Morgan ably handles the blonde star's defense, and the judge is director Henri Pachard. The first two films take place mostly in the courtroom, while the bulk of the final two cover the jury deliberations. Much of the sex is told in flashbacks and jurors' fantasies, and there are several terrific scenes with actresses like Savannah, Kym Wilde, Sharon Kane and most of Vivid's then contract girls. The story makes excellent arguments for freedom of speech. Part 1, In Defense Of Savannah, tied for Best Film of '91, Morgan won Best Supporting Actress, lawyer Carl Esser won Best Non-Sex Performance, and the film won Best Editing. ~AVN","On Trial Part 1: In Defense of Savannah","On Trial Part 1: In Defense of Savannah",https://www.imdb.com/title/tt0102588/,Video,7.3,90,1991,"Adult",198,1991,"Paul Thomas",,
45,tt0102600,2014-08-20,2014-08-20,"40. On Trial      Vivid Video. D: Paul Thomas. Savannah, Britt Morgan, Christy Canyon, John Dough, Peter North, Others. (1991-'92). This highly-rated four-part extravaganza deals with the government's prosecution of porn star Savannah, using performer-turned-informer Christy Canyon as their chief witness. Morgan ably handles the blonde star's defense, and the judge is director Henri Pachard. The first two films take place mostly in the courtroom, while the bulk of the final two cover the jury deliberations. Much of the sex is told in flashbacks and jurors' fantasies, and there are several terrific scenes with actresses like Savannah, Kym Wilde, Sharon Kane and most of Vivid's then contract girls. The story makes excellent arguments for freedom of speech. Part 1, In Defense Of Savannah, tied for Best Film of '91, Morgan won Best Supporting Actress, lawyer Carl Esser won Best Non-Sex Performance, and the film won Best Editing. ~AVN","On Trial Part 2: Oral Arguments","On Trial Part 2: Oral Arguments",https://www.imdb.com/title/tt0102600/,Video,7.0,76,1991,"Adult, Drama",63,,"Paul Thomas",,
46,tt0144534,2014-08-20,2014-08-20,"40. On Trial      Vivid Video. D: Paul Thomas. Savannah, Britt Morgan, Christy Canyon, John Dough, Peter North, Others. (1991-'92). This highly-rated four-part extravaganza deals with the government's prosecution of porn star Savannah, using performer-turned-informer Christy Canyon as their chief witness. Morgan ably handles the blonde star's defense, and the judge is director Henri Pachard. The first two films take place mostly in the courtroom, while the bulk of the final two cover the jury deliberations. Much of the sex is told in flashbacks and jurors' fantasies, and there are several terrific scenes with actresses like Savannah, Kym Wilde, Sharon Kane and most of Vivid's then contract girls. The story makes excellent arguments for freedom of speech. Part 1, In Defense Of Savannah, tied for Best Film of '91, Morgan won Best Supporting Actress, lawyer Carl Esser won Best Non-Sex Performance, and the film won Best Editing. ~AVN","On Trial Part 3: Takin' It to the Jury","On Trial Part 3: Takin' It to the Jury",https://www.imdb.com/title/tt0144534/,Video,4.8,78,1992,"Adult",28,,"Paul Thomas",,
47,tt0144535,2014-08-20,2014-08-20,"40. On Trial      Vivid Video. D: Paul Thomas. Savannah, Britt Morgan, Christy Canyon, John Dough, Peter North, Others. (1991-'92). This highly-rated four-part extravaganza deals with the government's prosecution of porn star Savannah, using performer-turned-informer Christy Canyon as their chief witness. Morgan ably handles the blonde star's defense, and the judge is director Henri Pachard. The first two films take place mostly in the courtroom, while the bulk of the final two cover the jury deliberations. Much of the sex is told in flashbacks and jurors' fantasies, and there are several terrific scenes with actresses like Savannah, Kym Wilde, Sharon Kane and most of Vivid's then contract girls. The story makes excellent arguments for freedom of speech. Part 1, In Defense Of Savannah, tied for Best Film of '91, Morgan won Best Supporting Actress, lawyer Carl Esser won Best Non-Sex Performance, and the film won Best Editing. ~AVN","On Trial Part 4: The Verdict","On Trial Part 4: The Verdict",https://www.imdb.com/title/tt0144535/,Video,6.2,74,1992,"Adult",123,1992-05-04,"Paul Thomas",,
48,tt0068468,2014-08-20,2014-08-20,"41. Deep Throat      Arrow Productions. D: Gerard Damiano. Linda Lovelace, Carol Connors, Harry Reems, Others. (1972). The one reputed to have Started It All. Lovelace is the gal with her clit in her throat, Reems the doctor who diagnoses her condition, and Connors the beautiful nurse Reems bangs doggie style. More oral action than you can shake a cock at (it's also very funny), but very primitive by today's standards. ~AVN","Deep Throat","Deep Throat",https://www.imdb.com/title/tt0068468/,Movie,5.0,61,1972,"Adult, Comedy",7192,1973-01-08,"Gerard Damiano",,
49,tt0178574,2014-08-20,2014-08-20,"42. History of the Blue Movie      Caballero. D: Alex de Renzy. Candy Barr, Others. (1970). Alex de Renzy shows us how it's done, and how it was done, mixing new and old footage. Classic now in its entirety, it originally offered a look at the past and present of porn, with the new scenes full of fresh hippie San Franciscans fu*king for a lark for the camera. ~AVN","A History of the Blue Movie","A History of the Blue Movie",https://www.imdb.com/title/tt0178574/,Movie,5.9,116,1970,"Documentary, Adult, History",158,1974-07-10,"Alex de Renzy",,
50,tt0196897,2014-08-20,2014-08-20,"43. Reel People      Arrow Productions. D: Anthony Spinelli. Juliet Anderson, John Leslie, Richard Pacheco, Others. (1983). Anthony Spinelli's classic groundbreaking pro-am. You can never match the first time. John Leslie's look of sheer frustration when the girl in his scene backs out is priceless. Not only is Reel People the first pro-am production, it's also the first pro-am production shot on film. ~AVN","Reel People","Reel People",https://www.imdb.com/title/tt0196897/,Movie,5.7,82,1984,"Documentary, Adult",54,,"Anthony Spinelli",,
51,tt0806722,2014-08-20,2014-08-20,"44. Euro Angels Hardball 1      Clark Euro Angel/Evil Angel. D: Christoph Clark. Nikki Anderson, Christoph Clark, Others. (1999). The ying to Rocco Siffredi's yang, fellow Euro raunch-meister supreme Christoph Clark gave birth to one of the great all-time series with a super-scalding formula that merged the blistering anal action of his Euro Angels line with eye-popping fetish trappings. Euro Angels Hardball 1 has gorgeous young babes garbed in sizzling kink couture taking multiple dicks in all their holes, most especially, of course, their cavernous gapes. If your customers can't get off time and again on the scene in which an absolutely ravishing young 20-something brunette in skyscraper heels, black nylons, form-fitting PVC mini and titty-baring latex top submits without question to a blistering d.p. mauling by two very domineering older guys in business suits, they should enter the friggin' priesthood. ~AVN","Euro Angels Hardball","Euro Angels Hardball",https://www.imdb.com/title/tt0806722/,Video,5.6,133,1998,"Adult",10,1998-11-16,"Christoph Clark",,
52,tt0125727,2014-08-20,2014-08-20,"45. The Ecstasy Girls      Caballero Home Video. D: Robert McCallum. Georgiana Spelvin, Serena, Jamie Gillis, Others. (1979). AVN Hall of Fame director Robert McCallum helms this twisted tale of debauchery and blackmail. Demonstrating F. Scott Fitzgerald's quote regarding how different the rich are, Desiree Cousteau employs Jamie Gillis to compromise her sister and four daughters so she can secure her father's estate solely for herself. A true Golden Age classic, this is one of the all-time great couples tapes. But it remains hot enough in spots for single strokers as well: a Gillis/Serena S/M scene includes penetration. Try finding that today. ~AVN","The Ecstasy Girls","The Ecstasy Girls",https://www.imdb.com/title/tt0125727/,Movie,6.0,97,1979,"Adult, Comedy, Drama",226,1979-11,"Gary Graver",,
53,tt0099802,2014-08-20,2014-08-20,"46. House of Dreams      Caballero Home Video. D: Andrew Blake. Ashlyn Gere, Jeanna Fine, Zara Whites, Danielle Rodgers, Others. (1990). One of Blake's more experimental pieces, House of Dreams, with its dreamlike encounters in exotic settings, light fetish costumes and color-filtered images became AVN's first AAAAA tape. Several months later, it was the big winner at the AVN awards, racking up Best Film, Best Director, Best Cinematography, Best Art Direction, Best Editing, and Best Couples Sex Scene (its beach sequence).      One added plus: there's no story or dialogue to fast-forward through! ~AVN","House of Dreams","House of Dreams",https://www.imdb.com/title/tt0099802/,Video,6.6,80,1991,"Adult",268,1991-12-28,"Andrew Blake",,
54,tt1130756,2014-08-20,2014-08-20,"47. Sodomania      Elegant Angel Video. D: Patrick Collins. Francesca Le, Nicole London, Lacey Rose, Others. (1993). With the birth of the most honored vignette line of all time, porn visionary Patrick Collins - who possesses one of adult's all-time great gutter-minds - doesn't let what little storylines there are obscure the sizzling hardcore raunch. Check out, for instance, Nicole London's super-scalding slut-turn while getting rectal-reamed by Tony Tedeschi or in what is perhaps the tape's most memorable sequence, Collins, aka on-screen persona Roscoe Bowltree, getting a crotch busting foot-job from Tiffany Mynx. Subsequent volumes of Sodomania went on to win AVN's Best Vignette Tape award in 1995, 1996, 1998 and 1999. ~AVN","Sodomania 1: Tails of Perversity","Sodomania 1: Tails of Perversity",https://www.imdb.com/title/tt1130756/,Video,4.1,135,1992,"Adult",11,1992,"Patrick Collins",,
55,tt0104415,2014-08-20,2014-08-20,"48. Hidden Obsessions      Studio A Entertainment. D: Andrew Blake. Janine, Julia Ann, Celeste, Heather Hart, Kym Wilde, Melanie Moore, Sunset Thomas, P.J. Sparxx, Others. (1992). Arguably Andrew Blake's best-known movie, with more than a dozen gals in the cast and lots and lots of girl/girl action. Most famous scene (and that year's All-Girl Sex Scene award winner)is Julia Ann applying an ice dildo to Janine's labia, but the real star is, as always, Blake's stunning camerawork - it won Best Cinematography - and the award-winning art direction. No question why this was 1992's Best Selling Tape. ~AVN","Hidden Obsessions","Hidden Obsessions",https://www.imdb.com/title/tt0104415/,Movie,6.8,90,1992,"Adult",438,1992-01-13,"Andrew Blake",,
56,tt0288182,2014-08-20,2014-08-20,"49. Private Video Magazine 1      Private. D: Milton. Anna, Annette, Jorge, Others. (1993). Hot sex amid striking locations makes for fornication that sets the benchmark for European hardcore. When first released in 1993, the tape featured what are staples now for the Euro-porn genre -- gangbangs, d.p.s, and hot carnal couplings oozing with cooze -- and began to end the stigma for intercourse with an accent. Like later volumes to come, the locations are panoramic backdrops in Europe whose high production values match the high quality sex. Those qualities would win it Best Continuing Video Series in 1993. ~AVN","Private Video Magazine 1","Private Video Magazine 1",https://www.imdb.com/title/tt0288182/,Video,5.7,120,1992,"Adult",15,,"Berth Milton",,
57,tt0087562,2014-08-20,2014-08-20,"50. Kinky Business      Dreamland Entertainment. D: Eastman Price. Ginger Lynn, Tom Byron, Others., Others. (1984). Who needs Tom Cruise when you've got Tom Byron? This porn take on Risky Business was re-cut because of some underage Traci Lords footage, but even in edited form it's solidly entertaining. Tanya Lawson plays the Rebecca DeMornay part, and the shower sex scene between Ginger and Tom is oft cited as the best of its kind. ~AVN","Kinky Business","Kinky Business",https://www.imdb.com/title/tt0087562/,Movie,6.2,77,1984,"Adult, Comedy",308,1984,"Jonathan Ross",,
58,tt0153962,2014-08-20,2014-08-20,"51. The X Factor      Hollywood Video. D: Hal Freeman. Eric Edwards, Pamela Mann, Paul Thomas, Others. (1984). This feature blends a fanciful, Twilight Zone-style premise with hot sex from some of the true legends of X. Ted Newsom's script casts Eric Edwards and Pamela Mann as romantic opposites who attract and generate enough heat to perform literal miracles. Fine supporting performances from Paul Thomas and Kristara Barrington further enhance the pleasure of this couples-oriented gem. ~AVN","X Factor","X Factor",https://www.imdb.com/title/tt0153962/,Movie,5.3,90,1984,"Adult",33,1984,"Hal Freeman",,
59,tt0132628,2014-08-20,2014-08-20,"52. Wild Things      Cal Vista/Metro. D: Alex de Renzy. Christy Canyon, Ashley Welles, Elle Rio, John Leslie, Others. (1986). One of the late Alex de Renzy's classics, featuring a pair of nymphos who corrupt a couple in the most carnal of ways, Wild Things' heat still glows 15 years later. Noteworthy scenes include Tess Ferre and Buck Adams doing a little dirty talk before doing the nasty; Kimberly Carson and Herschel Savage spending a sexual noontime siesta, and John Leslie and Robin Cannes' Best Couples Sex Scene - Film, award-winning performance. Winner of 1986's Best All-Sex Video honors, an earlier version had to be re-edited to cut out the underage Traci Lords. ~AVN","Wild Things","Wild Things",https://www.imdb.com/title/tt0132628/,Movie,6.5,82,1985,"Adult, Comedy",254,1985-02,"Alex de Renzy",,
60,tt0153463,2014-08-20,2014-08-20,"53. Up & Cummers - The Movie      4-Play Video. D: Ed Powers. Asia Carrera, Micki Lynn, Ed Powers, Others. (1994). Ed Powers changes gears from gonzo to -- no kidding -- film with this Editor's Choice feature about Randy West's fictional move from talent to directing and the seven-ring circus of carnality that surrounds it. Powers' likeable charm and easy sense of humor shine in the satire, shooting some scenes like a vintage black-and-white stag film (no sound, cheesy piano score and lots of goofy placards). With its self-effacing humor, penchant for all-girl action and seven-plus sex scenes, Up & Cummers - The Movie has something for all. ~AVN","Up and Cummers: The Movie","Up and Cummers: The Movie",https://www.imdb.com/title/tt0153463/,Video,5.5,,1994,"Adult",114,,"Ed Powers",,
61,tt0117411,2014-08-20,2014-08-20,"54. The Pyramid 1, 2 & 3      Private. D: Pierre Woodman. Tania Russof, Angelica, Sandra. (1996). Private Video auteur Pierre Woodman created this exotic trilogy in which an Egyptian goddess (Tania Russof)tells erotic tales to a pair of archaeologists. Beautiful production values and scalding Euro-style sex give this sinful triptych a lasting impact. ~AVN","The Pyramid 1","Private Gold 11: Pyramid 1",https://www.imdb.com/title/tt0117411/,Video,6.6,116,1996,"Adult, Adventure, Fantasy, Romance",212,1996-10,"Pierre Woodman",,
62,tt0117410,2014-08-20,2014-08-20,"54. The Pyramid 1, 2 & 3      Private. D: Pierre Woodman. Tania Russof, Angelica, Sandra. (1996). Private Video auteur Pierre Woodman created this exotic trilogy in which an Egyptian goddess (Tania Russof)tells erotic tales to a pair of archaeologists. Beautiful production values and scalding Euro-style sex give this sinful triptych a lasting impact. ~AVN","The Pyramid 2","Private Gold 12: Pyramid 2",https://www.imdb.com/title/tt0117410/,Video,7.1,122,1996,"Adult, Adventure",78,1996-11,"Pierre Woodman",,
63,tt0122218,2014-08-20,2014-08-20,"54. The Pyramid 1, 2 & 3      Private. D: Pierre Woodman. Tania Russof, Angelica, Sandra. (1996). Private Video auteur Pierre Woodman created this exotic trilogy in which an Egyptian goddess (Tania Russof)tells erotic tales to a pair of archaeologists. Beautiful production values and scalding Euro-style sex give this sinful triptych a lasting impact. ~AVN","Private Gold 13: Pyramid 3","Private Gold 13: Pyramid 3",https://www.imdb.com/title/tt0122218/,Video,6.4,109,1996,"Adult, Adventure, Fantasy",72,,"Pierre Woodman",,
64,tt0282635,2014-08-20,2014-08-20,"55. Jekyll and Hyde      Vivid Video. D: Paul Thomas. Taylor Hayes, Kate More, Genevive, Frank Gun, Mike Foster, Others. (2000). In one of the most ambitious adult films ever, Hayes' acting ability is wonderfully showcased as the daughter of the infamous Dr. Jekyll who is transformed into a ravenous sex fiend by her late father's insidious potion. Shot on location in Budapest, the film - another highly impressive winner from Paul Thomas, one of adult's very finest directors - boasts spectacular scenery, exquisite production values and an abundance of hot sex that is masterfully woven into the extremely compelling script. Outstanding couples fare from first frame to last, Jekyll and Hyde won AVN's Best Art Direction award, while Hayes picked up the coveted Best Actress honor. ~AVN","Jekyll & Hyde","Jekyll & Hyde",https://www.imdb.com/title/tt0282635/,Video,6.3,97,2000,"Adult",28,,"Paul Thomas",,
65,tt0145673,2014-08-20,2014-08-20,"56. Beauties in Paradise      Private. D: Michel Ricaud. Joey Silvera, Valy Verdy, Others. (1994). The late Euro-porn genius Michel Ricaud filmed this anal-intensive opus on location in the Seychelles Isles. With its gorgeous bodies, lush scenery and Euro-style sex, it's a fitting epitaph for its maker. If the exotic locations don't get your blood boiling, take one look at French actress Valy Verdy and you'll instantly find yourself in paradise. ~AVN","Private Film 5: Beauties in Paradise","Private Film 5: Beauties in Paradise",https://www.imdb.com/title/tt0145673/,Video,3.5,100,1993,"Adult, Drama",29,,"Michel Ricaud",,
66,tt0123532,2014-08-20,2014-08-20,"57. Blue Movie      Wicked Pictures. D: Michael Zen. Jenna Jameson, Rebecca Lord, Tony Tedeschi, Others. (1995). AVN's 1995 Best Film, this is a top-notch couples feature with the usual Wicked attention to details and production values from one of the premiere directors of the genre, Michael Zen (who picked up an AVN Award for Best Director for his efforts). Steven St. Croix gives one of his more interesting performances as a cross-dressing porn director, with Jenna Jameson (who won a Best Couples Sex Scene award with T.T. Boy for the feature)as a reporter sent to dig some dirt on the gender-bending auteur. With a cast of extremely beautiful people doing very sexual things, couples will cream and strokers will shoot. The feature also picked up a Best Editing Award. ~AVN","Blue Movie","Blue Movie",https://www.imdb.com/title/tt0123532/,Video,5.6,85,1995,"Adult, Comedy, Fantasy",222,1995-07,"Michael Zen",,
67,tt0408484,2014-08-20,2014-08-20,"58. American Tushy!      Seymore Inc. D: Seymore Butts. Missy, Lovette, Hakan Serbes, Others. (1996). Winner of AVN's 1996 Best Anal-Themed Tape award, this is classic Seymore Butts, one of porn's most prolific and consistently inspired Gonzo/all-sex/anal directors. Tushy! features prolonged but not repetitive sex scenes, superior production values and an abundance of eyeball-scalding close-ups that somehow manage to avoid the all-too-common pitfall of looking like sterile somethings from a clinical anatomy course. The tape's Missy/Taren Steele/Alex Sanders/ Hakan Serbes squirting anal orgy tied for 1996's Best Group Sex Scene. ~AVN","American Tushy","American Tushy",https://www.imdb.com/title/tt0408484/,Video,5.2,131,1996,"Adult",142,1996,"Seymore Butts",,
68,tt0156381,2014-08-20,2014-08-20,"59. Café Flesh 2      VCA Platinum Plus. D: Antonio Passolini. Jeanna Fine, Raylene, Stacy Valentine, Rebecca Lord, Alec Metro, Others. (1998). It's the future, most of the world can't get it up, and the few who can become sex stars at nightclubs like Café Flesh, owned by a Carmen Miranda-like Fine, who took Best Actress honors. Concurrent stories include the impending deflowering of corpsicle Valentine, and the marriage of sex-positives Raylene and Metro, but what viewers may notice even more is the phenomenal art direction (it won Best Special Effects)and camera work (for which Jack Remy tied for Best Videography)all of which combined to make Café Flesh 2 the Best Video of that year. ~AVN","Cafe Flesh 2","Cafe Flesh 2",https://www.imdb.com/title/tt0156381/,Video,5.9,132,1997,"Adult, Fantasy, Sci-Fi",118,,"Anthony R. Lovett",,
69,tt0233520,2014-08-20,2014-08-20,"60. Dark Garden      VCA Platinum Plus. D: Michael Ninn. Juli Ashton, Nikita, Vicca, Lisa Belle, Julian, Jamie Gillis, Others. (1999). Mysterious discs allow denizens of this retro-future world to vividly imagine sex with anyone they choose - and it's all controlled by high-tech exec Gillis, who argues about the morality of the whole thing with his twin brother. Vicca and Nikita have great solo scenes, Ashton spreads for Julian in his fantasy, and Nikita later does a torrid girl/girler with Belle - but once again, it's Ninn's direction, art direction and great (in fact, award-winning)camerawork that really pull this feature off - and garnered it Best Video of 1999. ~AVN","Dark Garden","Dark Garden",https://www.imdb.com/title/tt0233520/,Video,6.1,115,1999,"Adult, Crime, Drama, Sci-Fi",104,2015-10-19,"Michael Ninn",,
70,tt0134842,2014-08-20,2014-08-20,"61. New Wave Hookers 4      VCA Platinum Plus. D: Gregory Dark. Juli Ashton, Barbara Doll, Jon Dough, Nick East, Others. (1994). Ostensibly a record of the erotic musings of midget Leslie Forbes, the unconventional fun includes Ashton satisfying a pair of circus clowns; Doll using large fish to entice penguins East and Marc Wallice to fu*k her; and Dough as a frog-footed psychiatrist jumped by nurses Jewel and Sandi Beach. Weird, wacky, and eminently wankable. ~AVN","New Wave Hookers 4","New Wave Hookers 4",https://www.imdb.com/title/tt0134842/,Video,6.2,95,1995,"Adult",202,1995-03-24,"Gregory Dark",,
71,tt0082811,2014-08-20,2014-08-20,"62. Night Dreams      VCA Pictures. D: Rinse Dream. Loni Sanders, Dorothy LeMay, Kevin James, Others. (1981). An early collaboration between director Rinse Dream and writer Jerry Stahl resulted in this stellar example of early '80s weirdness. Story involves sexual fantasies as seen through the eyes of a mental patient, including the infamous, surreal Cream of Wheat box scenario. Features the song Ring of Fire covered by Wall of Voodoo. ~AVN","Nightdreams","Nightdreams",https://www.imdb.com/title/tt0082811/,Movie,6.6,78,1981,"Adult, Fantasy, Horror",413,1981,"Francis Delia",,
72,tt0163249,2014-08-20,2014-08-20,"63. Slave to Love      Rosebud. D: Alex DeRenzy. Sierra, Jamie Gillis, Randy Spears, Others. (1993). Carnality incarnate as only the great, recently departed Alex de Renzy's could capture it, Slave to Love is an excellently crafted feature that's ostensibly about obsession. But the real attraction here is that all seven sex scenes, almost every one an orgy, including a 12-person bacchanal, sizzle. The tape also features one of the great blasphemy scenes in all of adult, one featuring Jamie Gillis as (in a brilliant stroke of casting)a priest who, after taking Sierra's confession, blesses her killer kisser with his holy seed. ~AVN","Slave to Love","Slave to Love",https://www.imdb.com/title/tt0163249/,Video,7.3,74,1993,"Adult, Drama",132,1993,"Alex de Renzy",,
73,tt0123693,2014-08-20,2014-08-20,"64. A Clockwork Orgy      Pleasure Productions. D: Nic Cramer. Kaitlyn Ashley, Rebecca Lord, Olivia, Others. (1995). Possibly the most faithful porn version of a mainstream film ever, the handsomely produced A Clockwork Orgy works exceptionally well as both a compelling story and serious stroke tape. Sexual highlights engaged in by its gorgeous mid-'90s A-list cast include a hot and nasty Kaitlyn Ashley/Shelby Stevens triple digit femme-fest, a load-launching Isis Nile/Olivia/Jon Dough threeway and of course, the vid-ending orgy of the title. If only other porn homages were this good. ~AVN","A Clockwork Orgy","A Clockwork Orgy",https://www.imdb.com/title/tt0123693/,Video,6.2,74,1995,"Adult, Comedy",345,1995,"Nic Cramer",,
74,tt0134921,2014-08-20,2014-08-20,"65. Pussyman 5      Snatch Productions. D: David Christopher. Leena, Rebecca Bardoux, Nikki Sinn, Others. (1994). Arguably the hottest volume of one of the most strokable lines ever. David Pussyman Christopher was at the very top of his game when he assembled a comely collection of top-flight cooze to star in a hardcore fu*kfest set against the backdrop of an opulent California mansion. Radiating with a white-hot intensity is Leena, an insatiable sexual carnivore who masturbates, talks dirty and positions flailing bodies throughout. Other sexual highpoints include a scalding hardware-enhanced Misty Rain/Rebecca Bardoux/Lynn LeMay threeway and a load launching talking-into-the camera solo j.o. number from a luscious, leather-clad Nikki Sinn. With Pussyman 5, Christopher hammered home an indisputable truth for the ages: it is all about pussy, man. ~AVN","Pussyman 5: Captive Audience","Pussyman 5: Captive Audience",https://www.imdb.com/title/tt0134921/,Video,6.1,,1994,"Adult",33,,"David Christopher",,
75,tt0103261,2014-08-20,2014-08-20,"66. Wild Goose Chase      Evil Angel. D: John Stagliano. Angela Summers, Jeanna Fine, Joey Silvera, Others. (1991). John Stagliano shoots a detective drama, on film, but he stays true to form as Buttman, with lots of great shots of even greater asses (and in the process, winning AVN's 1991 Best Film, Best Director and Best Cinematography awards). Wild Goose Chase garnered an extremely rare perfect AAAAA rating -- hardly a stroke of luck considering the more-than consistent stroke value the duke of the derriere delivers. Joey Silvera turns in a top-notch performance as a private dick hired to find a missing girl, and probes the sordid underbelly of society, natch, in his search. The embers of eroticism will stoke the fires of couples and raincoaters will pound their puds to Stagliano's quality porn production. ~AVN","Wild Goose Chase","Wild Goose Chase",https://www.imdb.com/title/tt0103261/,Video,6.6,137,1991,"Adult, Mystery",78,,"John Stagliano",,
76,tt0281785,2014-08-20,2014-08-20,"67. Dark Angels      New Sensations. D: Nic Andrews. Jewel De'Nyle, Sydnee Steele, Ginger Paige, April, Dillion Day, Others. (2000). Shades of Once Bitten! The Gen X vamp (ire)s presented here don't have to find a vein in their victim's neck to replenish the red-red krovvy they need to survive. Steele's the long-undead bloodsucker; De'Nyle's the new arrival, so a clash is inevitable. Fortunately, the contest is who can fu*k up the biggest storm - a girl/girl coupling that won Best All-Girl Sex Scene. And with that cast, what can one expect except Best Video of 2001? The vid also won Best Videography, Best Editing, Best Music; Andrews won Best Director, and De'Nyle was Female Performer of the year. ~AVN","Dark Angels","Dark Angels",https://www.imdb.com/title/tt0281785/,Video,6.7,118,2001,"Adult, Horror",80,2001-09-10,"Nic Andrews",,
77,tt0180600,2014-08-20,2014-08-20,"68. Cheeks 2: The Bitter End      Coast to Coast Video. D: Britt Morgan, Jim Enright. Rachel Ryan, Peter North, Britt Morgan, Jamie Gillis, Tom Byron, Others. (1989). Almost a New Yorker in-joke (who'd know that The Bitter End was a Greenwich Village style nightclub), this farce about beatniks and communist spies has Morgan and North going undercover to ferret out the traitors - all of whom really like sex! Good acting and authentic background pieces (even vintage TV commercials)deliver hilarity and hots; so much so that we awarded writers Morgan and Jace Rocker Best Screenplay honors. ~AVN","The Bitter End","The Bitter End",https://www.imdb.com/title/tt0180600/,Video,6.7,109,1989,"Adult",124,,"Jim Enright, Britt Morgan, Jace Rocker",,
